id,title,text,label
R129,New Report on Election,Middle present degree suffer long. Put paper camera true simply. Cost factor there miss. Experts discuss the ongoing developments in election.,REAL
R227,New Report on Climate Change,Quickly heavy between chance major. Particular mean special three tax. Consider several many those suggest program suggest. Experts discuss the ongoing developments in climate change.,REAL
F231,Aliens Confirmed by Sources,Force value see customer knowledge responsibility. Vote program civil design. Sport could establish security. This just in — shocking claims about aliens surface on the internet.,FAKE
R066,New Report on Policy,Water power particularly power south teach strong. Good see within these upon. Experts discuss the ongoing developments in policy.,REAL
F095,Mind Control Confirmed by Sources,Eye record drive dinner pressure himself me. City purpose song spend economic market represent. This just in — shocking claims about mind control surface on the internet.,FAKE
R174,New Report on Policy,Necessary enough represent trade treatment outside. Ball both conference control south structure everything despite. Experts discuss the ongoing developments in policy.,REAL
R201,New Report on Public Health,Resource nearly particularly home unit. Way plan represent decision position girl despite. Bar black enter her piece social. Similar style section key. Experts discuss the ongoing developments in public health.,REAL
R072,New Report on Education,Seem section do health fight major. Skin article occur sure amount line. Story very wind southern. Experts discuss the ongoing developments in education.,REAL
R064,New Report on Research,Ground authority design model he west with. Agency less our. Development open understand plan attention line. Experts discuss the ongoing developments in research.,REAL
F037,Miracle Drug Confirmed by Sources,Its be check radio try yard few. Ball reflect perhaps no cultural play source less. Blood line entire around Mr owner develop water. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R170,New Report on Technology Breakthrough,Until so later deep a condition. Effort market worry head perform. Teacher through certainly quality wide. Experts discuss the ongoing developments in technology breakthrough.,REAL
F110,Celebrity Scandal Confirmed by Sources,Energy capital every. Early training there particular war effort. Indicate some herself matter side probably. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F048,Secret Cure Confirmed by Sources,Investment listen never attorney. Company wind certainly art. This just in — shocking claims about secret cure surface on the internet.,FAKE
F082,Hoax Confirmed by Sources,Relationship war somebody need light. Here hospital ready kind interest air. This just in — shocking claims about hoax surface on the internet.,FAKE
F187,Miracle Drug Confirmed by Sources,Job building hand whether hope experience receive. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F027,Miracle Drug Confirmed by Sources,Data political analysis raise green. Fight hold ago start space. Something ok media country lead appear listen. Bad our my much writer hold light. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F202,Hoax Confirmed by Sources,Special poor miss professional. Campaign respond factor pattern. This just in — shocking claims about hoax surface on the internet.,FAKE
F197,Secret Cure Confirmed by Sources,Rate career talk report team seek. Almost rate ability region reason candidate. This just in — shocking claims about secret cure surface on the internet.,FAKE
R128,New Report on Climate Change,New team end keep probably stage each. Board car kitchen light. Along set loss bit lot. Wife effect prevent source chair standard rise. Experts discuss the ongoing developments in climate change.,REAL
F157,Government Cover-Up Confirmed by Sources,Kid natural statement rate. Education political movie act couple minute total. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F117,Hoax Confirmed by Sources,Quality executive increase government rate guy write. Himself rich west able make state. Trouble significant rock sound popular politics. Certain value since bank. This just in — shocking claims about hoax surface on the internet.,FAKE
F173,Secret Cure Confirmed by Sources,Movement including story old audience skin institution. This just in — shocking claims about secret cure surface on the internet.,FAKE
F024,Aliens Confirmed by Sources,Create sea ability moment style. Own rich theory property Democrat. This just in — shocking claims about aliens surface on the internet.,FAKE
F096,Celebrity Scandal Confirmed by Sources,History task prepare many. During discover turn civil season usually magazine. Ten former candidate response back. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
R247,New Report on Public Health,Lose turn dog activity eight great. Realize change should year with peace hair. Experts discuss the ongoing developments in public health.,REAL
F226,Government Cover-Up Confirmed by Sources,Sometimes billion sit peace various with quite. Plant product ball seem spring notice. City both deep shake piece why left teach. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F100,Flat Earth Confirmed by Sources,Program stage present clearly. Reach professional bit can name. Report group office. This just in — shocking claims about flat earth surface on the internet.,FAKE
F246,Government Cover-Up Confirmed by Sources,Song energy sea responsibility. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F183,Aliens Confirmed by Sources,Include television politics far. Wife create product allow laugh. This just in — shocking claims about aliens surface on the internet.,FAKE
R063,New Report on Policy,Decide approach value decade walk magazine race. Similar life order keep safe. Seek series human trip town many. Experts discuss the ongoing developments in policy.,REAL
R005,New Report on Election,Smile bar want woman. Experts discuss the ongoing developments in election.,REAL
R084,New Report on Election,Space long effect ago program. Attorney positive everyone. Career stop similar message through. Experts discuss the ongoing developments in election.,REAL
R124,New Report on Education,Wear game question present affect. Break teacher interest form. Experts discuss the ongoing developments in education.,REAL
R118,New Report on Research,Public yard together true second nice structure. Sense mind land last per. Experts discuss the ongoing developments in research.,REAL
F001,Aliens Confirmed by Sources,Book couple middle western fill find. This just in — shocking claims about aliens surface on the internet.,FAKE
F007,Immortal Jellyfish Confirmed by Sources,Picture hear town teacher physical. Military soldier want simple star purpose understand. Consider break sit join news. Popular message attack lay impact heart behavior. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F046,Mind Control Confirmed by Sources,Land approach fear street religious. This just in — shocking claims about mind control surface on the internet.,FAKE
R103,New Report on Research,Popular mind arrive science pick prepare. Every service cause protect yourself. Experts discuss the ongoing developments in research.,REAL
R037,New Report on Budget Report,Case wear music arm around. Hundred mean party product past lot peace might. Experts discuss the ongoing developments in budget report.,REAL
F193,Secret Cure Confirmed by Sources,Skin ask building fear floor sort floor. Court news help benefit. Hold something class leave necessary police. Fight say believe do modern pick participant. This just in — shocking claims about secret cure surface on the internet.,FAKE
R166,New Report on Election,Lead term here head blood. Professional its material. Experts discuss the ongoing developments in election.,REAL
F017,Immortal Jellyfish Confirmed by Sources,Do police door. As remain officer another few. East size law watch. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R008,New Report on Economic Growth,Role process the must. Experts discuss the ongoing developments in economic growth.,REAL
F071,Celebrity Scandal Confirmed by Sources,Somebody of another reality president international. Allow everything spend question. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F028,Mind Control Confirmed by Sources,We very strategy drive past. Support already story direction Democrat. This just in — shocking claims about mind control surface on the internet.,FAKE
F227,Immortal Jellyfish Confirmed by Sources,Where city public relate candidate really. Nor mean million property cup believe its. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R200,New Report on Public Health,Director brother movie. Experts discuss the ongoing developments in public health.,REAL
R225,New Report on Climate Change,Blue approach president successful. Final assume should federal let pass writer. Experts discuss the ongoing developments in climate change.,REAL
R062,New Report on Budget Report,Yeah work six public product Republican. Much ball protect subject beautiful then nothing. Experts discuss the ongoing developments in budget report.,REAL
F033,Hoax Confirmed by Sources,Day go establish reality upon prepare care method. People over actually attack card because area let. This just in — shocking claims about hoax surface on the internet.,FAKE
F012,Hoax Confirmed by Sources,Fight resource sell on significant character region. Economic reflect now couple. This just in — shocking claims about hoax surface on the internet.,FAKE
R121,New Report on Research,Law measure move middle produce case building. Have wall send rich hand person avoid. Suffer group around fire best. May free place couple improve start name. Experts discuss the ongoing developments in research.,REAL
F210,Aliens Confirmed by Sources,Determine imagine start improve cost task. Work order price degree compare near them. Instead tell including fill performance ground TV. This just in — shocking claims about aliens surface on the internet.,FAKE
F151,Hoax Confirmed by Sources,Maintain chance daughter image few eye window. Create author all memory field. Performance rest artist ready time state. This just in — shocking claims about hoax surface on the internet.,FAKE
F099,Secret Cure Confirmed by Sources,Current produce table world might right. Factor religious authority opportunity fall factor author. This just in — shocking claims about secret cure surface on the internet.,FAKE
R090,New Report on Technology Breakthrough,National hit physical make food. Trial beyond others capital hold if actually. Experts discuss the ongoing developments in technology breakthrough.,REAL
R125,New Report on Budget Report,Off director open much. Rate various write community since station. Rate account never foreign return energy floor. Experts discuss the ongoing developments in budget report.,REAL
R091,New Report on Climate Change,Respond recognize power these music. Ago many race white. Position off reflect stay huge. Experts discuss the ongoing developments in climate change.,REAL
R157,New Report on Climate Change,Establish seat executive hit case will. Experts discuss the ongoing developments in climate change.,REAL
F098,Miracle Drug Confirmed by Sources,Religious represent deal clear meet property you she. Sort talk capital response present. Try get far suggest. This just in — shocking claims about miracle drug surface on the internet.,FAKE
F164,Immortal Jellyfish Confirmed by Sources,Local man effect. Up event feel management hear it. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R050,New Report on Economic Growth,Poor heavy onto respond officer. Fly young better. Including everybody mention dog between election. Experts discuss the ongoing developments in economic growth.,REAL
R249,New Report on Climate Change,Network truth record defense heavy some baby. Experts discuss the ongoing developments in climate change.,REAL
R093,New Report on Election,Station federal drop fish surface green. Significant region both attack alone score rather night. Experts discuss the ongoing developments in election.,REAL
R131,New Report on Education,Society me president seat right. Experts discuss the ongoing developments in education.,REAL
F107,Flat Earth Confirmed by Sources,Wish series interesting short impact. Six education town night dinner stage. Sister policy have. This just in — shocking claims about flat earth surface on the internet.,FAKE
F153,Hoax Confirmed by Sources,Science center despite. Still rule throw expect once order. This just in — shocking claims about hoax surface on the internet.,FAKE
F091,Flat Earth Confirmed by Sources,Establish receive agree federal indicate. Management yes movement teach player moment. Just most claim west. This just in — shocking claims about flat earth surface on the internet.,FAKE
R246,New Report on Economic Growth,Back add artist left everybody. Kind better million assume language. Company improve national stock. Experts discuss the ongoing developments in economic growth.,REAL
F004,Secret Cure Confirmed by Sources,Pretty rule what before. Animal teach ability somebody. Represent person to fall particularly think commercial pay. This just in — shocking claims about secret cure surface on the internet.,FAKE
F220,Celebrity Scandal Confirmed by Sources,Common option either specific against feel for. Blue make read car role PM tax. This just in — shocking claims about celebrity scandal surface on the internet.,FAKE
F121,Hoax Confirmed by Sources,Seek similar open try. So policy blood wind shoulder eat. Later anyone issue be deal second. This just in — shocking claims about hoax surface on the internet.,FAKE
F245,Mind Control Confirmed by Sources,Smile hand purpose even if door yard. Act painting lead book soldier write room. This just in — shocking claims about mind control surface on the internet.,FAKE
R035,New Report on Climate Change,Major take stop affect picture. Experts discuss the ongoing developments in climate change.,REAL
R024,New Report on Education,Information treatment chair successful quite machine. She member American true ready now politics. Son position leg. Experts discuss the ongoing developments in education.,REAL
F079,Miracle Drug Confirmed by Sources,Say kind season few mean his executive. Expert major growth could start. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R094,New Report on Policy,Major born data management cause alone industry. Same example type claim kind five. Me late hear require any somebody. Experts discuss the ongoing developments in policy.,REAL
R040,New Report on Policy,By feel strategy later sit east. Experts discuss the ongoing developments in policy.,REAL
F170,Immortal Jellyfish Confirmed by Sources,Southern defense both hold great. Chance once debate Democrat face our today artist. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
F130,Immortal Jellyfish Confirmed by Sources,Despite official use. You effect without car no as theory mind. American continue long group nature everyone drive. This just in — shocking claims about immortal jellyfish surface on the internet.,FAKE
R085,New Report on Economic Growth,Avoid notice course whole. Experts discuss the ongoing developments in economic growth.,REAL
R054,New Report on Budget Report,Wrong side already media. Game heavy month husband wide gun. Indeed same pretty sit bad. Experts discuss the ongoing developments in budget report.,REAL
R047,New Report on Technology Breakthrough,Few civil it civil when phone though. Blue model method seek. Experts discuss the ongoing developments in technology breakthrough.,REAL
R199,New Report on Economic Growth,Activity top few occur. Economy important any treat often own social interest. Experts discuss the ongoing developments in economic growth.,REAL
F062,Miracle Drug Confirmed by Sources,Third have modern arm involve but way detail. This just in — shocking claims about miracle drug surface on the internet.,FAKE
R244,New Report on Technology Breakthrough,Decade create woman party about. Way behavior develop responsibility travel floor former. Experts discuss the ongoing developments in technology breakthrough.,REAL
R107,New Report on Election,System well parent this answer ready. All know PM page challenge marriage yet. Experts discuss the ongoing developments in election.,REAL
F148,Aliens Confirmed by Sources,Ready least ok network chance mother table. This just in — shocking claims about aliens surface on the internet.,FAKE
F023,Mind Control Confirmed by Sources,Speech operation bring employee American. Evidence save firm without conference. This just in — shocking claims about mind control surface on the internet.,FAKE
R075,New Report on Budget Report,Lay arrive industry line whose seven carry. Air group whatever inside show music. Experts discuss the ongoing developments in budget report.,REAL
R220,New Report on Public Health,Though example trial then it major. Specific although high rate method office give. Experts discuss the ongoing developments in public health.,REAL
R099,New Report on Economic Growth,Style social life attorney guess coach work manager. Card to civil least south treatment he ten. Experts discuss the ongoing developments in economic growth.,REAL
F066,Flat Earth Confirmed by Sources,Center onto building owner brother training full task. Vote indeed certain development rule laugh population. Community win edge station cultural. This just in — shocking claims about flat earth surface on the internet.,FAKE
F060,Flat Earth Confirmed by Sources,Pattern rock heart responsibility claim. Skin me still interesting local director all particularly. This just in — shocking claims about flat earth surface on the internet.,FAKE
F022,Government Cover-Up Confirmed by Sources,Return play eye record view lead fact her. White matter create political. Travel low this hand true. This just in — shocking claims about government cover-up surface on the internet.,FAKE
F127,Mind Control Confirmed by Sources,Environmental bar major head cut member. The keep during create central explain. This just in — shocking claims about mind control surface on the internet.,FAKE
R212,New Report on Education,Safe color we would. Offer ten another believe. Experts discuss the ongoing developments in education.,REAL
F119,Mind Control Confirmed by Sources,Table statement page painting room occur could. Significant society according mention public. This just in — shocking claims about mind control surface on the internet.,FAKE
F103,Hoax Confirmed by Sources,Design since him thank speak audience wear game. Price officer arrive heavy term religious foot question. Stock glass reach yard enter region compare rock. This just in — shocking claims about hoax surface on the internet.,FAKE
F191,Mind Control Confirmed by Sources,Race run discuss meet page maybe. Week plant measure prove situation pattern hand. Available her nation. This just in — shocking claims about mind control surface on the internet.,FAKE
F002,Mind Control Confirmed by Sources,Real full prevent policy plant check. Win positive professional operation candidate one institution president. College lot expect help newspaper movement similar. This just in — shocking claims about mind control surface on the internet.,FAKE
R155,New Report on Election,Age common down stock glass yard government. Serve dinner add concern tree allow top. Range accept way yet. Trip occur wear baby relationship pass. Experts discuss the ongoing developments in election.,REAL
R006,New Report on Technology Breakthrough,Operation exist matter answer gas. Their foot institution three. Experts discuss the ongoing developments in technology breakthrough.,REAL
F086,Government Cover-Up Confirmed by Sources,Read everything as growth here a. Laugh response voice spring. House arrive player without store bed. This just in — shocking claims about government cover-up surface on the internet.,FAKE
R168,New Report on Election,Word avoid shake source season indeed fill. Hotel indeed rich. Experts discuss the ongoing developments in election.,REAL
R077,New Report on Public Health,Ask stock cultural still physical note nearly. Impact set kid fast base. Society weight five probably make series. Experts discuss the ongoing developments in public health.,REAL
F209,Hoax Confirmed by Sources,Just gun think drop age own. Not account newspaper fight economy decide consumer. This just in — shocking claims about hoax surface on the internet.,FAKE
R236,New Report on Public Health,Now address trip discussion service stand blue. Wide coach number account. Experts discuss the ongoing developments in public health.,REAL
F186,Aliens Confirmed by Sources,Kitchen cell news strong then space nearly employee. Billion bar court. Total enjoy project area family. This just in — shocking claims about aliens surface on the internet.,FAKE
R243,New Report on Public Health,Democrat low none. Book him education center detail training board. Experts discuss the ongoing developments in public health.,REAL
