id,title,filtered_words,label
R129,New Report on Election,"['middle', 'present', 'degree', 'suffer', 'long', 'put', 'paper', 'camera', 'true', 'simply', 'cost', 'factor', 'miss', 'experts', 'discuss', 'ongoing', 'developments', 'election']",REAL
R227,New Report on Climate Change,"['quickly', 'heavy', 'chance', 'major', 'particular', 'mean', 'special', 'three', 'tax', 'consider', 'several', 'many', 'suggest', 'program', 'suggest', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change']",REAL
F231,Aliens Confirmed by Sources,"['force', 'value', 'see', 'customer', 'knowledge', 'responsibility', 'vote', 'program', 'civil', 'design', 'sport', 'establish', 'security', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet']",FAKE
R066,New Report on Policy,"['water', 'power', 'particularly', 'power', 'south', 'teach', 'strong', 'good', 'see', 'within', 'upon', 'experts', 'discuss', 'ongoing', 'developments', 'policy']",REAL
F095,Mind Control Confirmed by Sources,"['eye', 'record', 'drive', 'dinner', 'pressure', 'me', 'city', 'purpose', 'song', 'spend', 'economic', 'market', 'represent', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet']",FAKE
R174,New Report on Policy,"['necessary', 'enough', 'represent', 'trade', 'treatment', 'outside', 'ball', 'conference', 'control', 'south', 'structure', 'everything', 'despite', 'experts', 'discuss', 'ongoing', 'developments', 'policy']",REAL
R201,New Report on Public Health,"['resource', 'nearly', 'particularly', 'home', 'unit', 'way', 'plan', 'represent', 'decision', 'position', 'girl', 'despite', 'bar', 'black', 'enter', 'piece', 'social', 'similar', 'style', 'section', 'key', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health']",REAL
R072,New Report on Education,"['seem', 'section', 'health', 'fight', 'major', 'skin', 'article', 'occur', 'sure', 'amount', 'line', 'story', 'wind', 'southern', 'experts', 'discuss', 'ongoing', 'developments', 'education']",REAL
R064,New Report on Research,"['ground', 'authority', 'design', 'model', 'west', 'with', 'agency', 'less', 'our', 'development', 'open', 'understand', 'plan', 'attention', 'line', 'experts', 'discuss', 'ongoing', 'developments', 'research']",REAL
F037,Miracle Drug Confirmed by Sources,"['check', 'radio', 'try', 'yard', 'few', 'ball', 'reflect', 'perhaps', 'cultural', 'play', 'source', 'less', 'blood', 'line', 'entire', 'around', 'mr', 'owner', 'develop', 'water', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet']",FAKE
R170,New Report on Technology Breakthrough,"['later', 'deep', 'condition', 'effort', 'market', 'worry', 'head', 'perform', 'teacher', 'certainly', 'quality', 'wide', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough']",REAL
F110,Celebrity Scandal Confirmed by Sources,"['energy', 'capital', 'every', 'early', 'training', 'particular', 'war', 'effort', 'indicate', 'matter', 'side', 'probably', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet']",FAKE
F048,Secret Cure Confirmed by Sources,"['investment', 'listen', 'never', 'attorney', 'company', 'wind', 'certainly', 'art', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet']",FAKE
F082,Hoax Confirmed by Sources,"['relationship', 'war', 'somebody', 'need', 'light', 'hospital', 'ready', 'kind', 'interest', 'air', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet']",FAKE
F187,Miracle Drug Confirmed by Sources,"['job', 'building', 'hand', 'whether', 'hope', 'experience', 'receive', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet']",FAKE
F027,Miracle Drug Confirmed by Sources,"['data', 'political', 'analysis', 'raise', 'green', 'fight', 'hold', 'ago', 'start', 'space', 'something', 'ok', 'media', 'country', 'lead', 'appear', 'listen', 'bad', 'much', 'writer', 'hold', 'light', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet']",FAKE
F202,Hoax Confirmed by Sources,"['special', 'poor', 'miss', 'professional', 'campaign', 'respond', 'factor', 'pattern', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet']",FAKE
F197,Secret Cure Confirmed by Sources,"['rate', 'career', 'talk', 'report', 'team', 'seek', 'almost', 'rate', 'ability', 'region', 'reason', 'candidate', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet']",FAKE
R128,New Report on Climate Change,"['new', 'team', 'end', 'keep', 'probably', 'stage', 'each', 'board', 'car', 'kitchen', 'light', 'along', 'set', 'loss', 'bit', 'lot', 'wife', 'effect', 'prevent', 'source', 'chair', 'standard', 'rise', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change']",REAL
F157,Government Cover-Up Confirmed by Sources,"['kid', 'natural', 'statement', 'rate', 'education', 'political', 'movie', 'act', 'couple', 'minute', 'total', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet']",FAKE
F117,Hoax Confirmed by Sources,"['quality', 'executive', 'increase', 'government', 'rate', 'guy', 'write', 'rich', 'west', 'able', 'make', 'state', 'trouble', 'significant', 'rock', 'sound', 'popular', 'politics', 'certain', 'value', 'since', 'bank', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet']",FAKE
F173,Secret Cure Confirmed by Sources,"['movement', 'including', 'story', 'old', 'audience', 'skin', 'institution', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet']",FAKE
F024,Aliens Confirmed by Sources,"['create', 'sea', 'ability', 'moment', 'style', 'rich', 'theory', 'property', 'democrat', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet']",FAKE
F096,Celebrity Scandal Confirmed by Sources,"['history', 'task', 'prepare', 'many', 'discover', 'turn', 'civil', 'season', 'usually', 'magazine', 'ten', 'former', 'candidate', 'response', 'back', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet']",FAKE
R247,New Report on Public Health,"['lose', 'turn', 'dog', 'activity', 'eight', 'great', 'realize', 'change', 'year', 'peace', 'hair', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health']",REAL
F226,Government Cover-Up Confirmed by Sources,"['sometimes', 'billion', 'sit', 'peace', 'various', 'quite', 'plant', 'product', 'ball', 'seem', 'spring', 'notice', 'city', 'deep', 'shake', 'piece', 'left', 'teach', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet']",FAKE
F100,Flat Earth Confirmed by Sources,"['program', 'stage', 'present', 'clearly', 'reach', 'professional', 'bit', 'name', 'report', 'group', 'office', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet']",FAKE
F246,Government Cover-Up Confirmed by Sources,"['song', 'energy', 'sea', 'responsibility', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet']",FAKE
F183,Aliens Confirmed by Sources,"['include', 'television', 'politics', 'far', 'wife', 'create', 'product', 'allow', 'laugh', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet']",FAKE
R063,New Report on Policy,"['decide', 'approach', 'value', 'decade', 'walk', 'magazine', 'race', 'similar', 'life', 'order', 'keep', 'safe', 'seek', 'series', 'human', 'trip', 'town', 'many', 'experts', 'discuss', 'ongoing', 'developments', 'policy']",REAL
R005,New Report on Election,"['smile', 'bar', 'want', 'woman', 'experts', 'discuss', 'ongoing', 'developments', 'election']",REAL
R084,New Report on Election,"['space', 'long', 'effect', 'ago', 'program', 'attorney', 'positive', 'everyone', 'career', 'stop', 'similar', 'message', 'through', 'experts', 'discuss', 'ongoing', 'developments', 'election']",REAL
R124,New Report on Education,"['wear', 'game', 'question', 'present', 'affect', 'break', 'teacher', 'interest', 'form', 'experts', 'discuss', 'ongoing', 'developments', 'education']",REAL
R118,New Report on Research,"['public', 'yard', 'together', 'true', 'second', 'nice', 'structure', 'sense', 'mind', 'land', 'last', 'per', 'experts', 'discuss', 'ongoing', 'developments', 'research']",REAL
F001,Aliens Confirmed by Sources,"['book', 'couple', 'middle', 'western', 'fill', 'find', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet']",FAKE
F007,Immortal Jellyfish Confirmed by Sources,"['picture', 'hear', 'town', 'teacher', 'physical', 'military', 'soldier', 'want', 'simple', 'star', 'purpose', 'understand', 'consider', 'break', 'sit', 'join', 'news', 'popular', 'message', 'attack', 'lay', 'impact', 'heart', 'behavior', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet']",FAKE
F046,Mind Control Confirmed by Sources,"['land', 'approach', 'fear', 'street', 'religious', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet']",FAKE
R103,New Report on Research,"['popular', 'mind', 'arrive', 'science', 'pick', 'prepare', 'every', 'service', 'cause', 'protect', 'yourself', 'experts', 'discuss', 'ongoing', 'developments', 'research']",REAL
R037,New Report on Budget Report,"['case', 'wear', 'music', 'arm', 'around', 'hundred', 'mean', 'party', 'product', 'past', 'lot', 'peace', 'might', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report']",REAL
F193,Secret Cure Confirmed by Sources,"['skin', 'ask', 'building', 'fear', 'floor', 'sort', 'floor', 'court', 'news', 'help', 'benefit', 'hold', 'something', 'class', 'leave', 'necessary', 'police', 'fight', 'say', 'believe', 'modern', 'pick', 'participant', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet']",FAKE
R166,New Report on Election,"['lead', 'term', 'head', 'blood', 'professional', 'material', 'experts', 'discuss', 'ongoing', 'developments', 'election']",REAL
F017,Immortal Jellyfish Confirmed by Sources,"['police', 'door', 'remain', 'officer', 'another', 'few', 'east', 'size', 'law', 'watch', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet']",FAKE
R008,New Report on Economic Growth,"['role', 'process', 'must', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth']",REAL
F071,Celebrity Scandal Confirmed by Sources,"['somebody', 'another', 'reality', 'president', 'international', 'allow', 'everything', 'spend', 'question', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet']",FAKE
F028,Mind Control Confirmed by Sources,"['strategy', 'drive', 'past', 'support', 'already', 'story', 'direction', 'democrat', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet']",FAKE
F227,Immortal Jellyfish Confirmed by Sources,"['city', 'public', 'relate', 'candidate', 'really', 'mean', 'million', 'property', 'cup', 'believe', 'its', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet']",FAKE
R200,New Report on Public Health,"['director', 'brother', 'movie', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health']",REAL
R225,New Report on Climate Change,"['blue', 'approach', 'president', 'successful', 'final', 'assume', 'federal', 'let', 'pass', 'writer', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change']",REAL
R062,New Report on Budget Report,"['yeah', 'work', 'six', 'public', 'product', 'republican', 'much', 'ball', 'protect', 'subject', 'beautiful', 'nothing', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report']",REAL
F033,Hoax Confirmed by Sources,"['day', 'go', 'establish', 'reality', 'upon', 'prepare', 'care', 'method', 'people', 'actually', 'attack', 'card', 'area', 'let', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet']",FAKE
F012,Hoax Confirmed by Sources,"['fight', 'resource', 'sell', 'significant', 'character', 'region', 'economic', 'reflect', 'couple', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet']",FAKE
R121,New Report on Research,"['law', 'measure', 'move', 'middle', 'produce', 'case', 'building', 'wall', 'send', 'rich', 'hand', 'person', 'avoid', 'suffer', 'group', 'around', 'fire', 'best', 'may', 'free', 'place', 'couple', 'improve', 'start', 'name', 'experts', 'discuss', 'ongoing', 'developments', 'research']",REAL
F210,Aliens Confirmed by Sources,"['determine', 'imagine', 'start', 'improve', 'cost', 'task', 'work', 'order', 'price', 'degree', 'compare', 'near', 'them', 'instead', 'tell', 'including', 'fill', 'performance', 'ground', 'tv', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet']",FAKE
F151,Hoax Confirmed by Sources,"['maintain', 'chance', 'daughter', 'image', 'eye', 'window', 'create', 'author', 'memory', 'field', 'performance', 'rest', 'artist', 'ready', 'time', 'state', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet']",FAKE
F099,Secret Cure Confirmed by Sources,"['current', 'produce', 'table', 'world', 'might', 'right', 'factor', 'religious', 'authority', 'opportunity', 'fall', 'factor', 'author', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet']",FAKE
R090,New Report on Technology Breakthrough,"['national', 'hit', 'physical', 'make', 'food', 'trial', 'beyond', 'others', 'capital', 'hold', 'actually', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough']",REAL
R125,New Report on Budget Report,"['director', 'open', 'much', 'rate', 'various', 'write', 'community', 'since', 'station', 'rate', 'account', 'never', 'foreign', 'return', 'energy', 'floor', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report']",REAL
R091,New Report on Climate Change,"['respond', 'recognize', 'power', 'music', 'ago', 'many', 'race', 'white', 'position', 'reflect', 'stay', 'huge', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change']",REAL
R157,New Report on Climate Change,"['establish', 'seat', 'executive', 'hit', 'case', 'will', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change']",REAL
F098,Miracle Drug Confirmed by Sources,"['religious', 'represent', 'deal', 'clear', 'meet', 'property', 'she', 'sort', 'talk', 'capital', 'response', 'present', 'try', 'get', 'far', 'suggest', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet']",FAKE
F164,Immortal Jellyfish Confirmed by Sources,"['local', 'man', 'effect', 'event', 'feel', 'management', 'hear', 'it', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet']",FAKE
R050,New Report on Economic Growth,"['poor', 'heavy', 'onto', 'respond', 'officer', 'fly', 'young', 'better', 'including', 'everybody', 'mention', 'dog', 'election', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth']",REAL
R249,New Report on Climate Change,"['network', 'truth', 'record', 'defense', 'heavy', 'baby', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change']",REAL
R093,New Report on Election,"['station', 'federal', 'drop', 'fish', 'surface', 'green', 'significant', 'region', 'attack', 'alone', 'score', 'rather', 'night', 'experts', 'discuss', 'ongoing', 'developments', 'election']",REAL
R131,New Report on Education,"['society', 'president', 'seat', 'right', 'experts', 'discuss', 'ongoing', 'developments', 'education']",REAL
F107,Flat Earth Confirmed by Sources,"['wish', 'series', 'interesting', 'short', 'impact', 'six', 'education', 'town', 'night', 'dinner', 'stage', 'sister', 'policy', 'have', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet']",FAKE
F153,Hoax Confirmed by Sources,"['science', 'center', 'despite', 'still', 'rule', 'throw', 'expect', 'order', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet']",FAKE
F091,Flat Earth Confirmed by Sources,"['establish', 'receive', 'agree', 'federal', 'indicate', 'management', 'yes', 'movement', 'teach', 'player', 'moment', 'claim', 'west', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet']",FAKE
R246,New Report on Economic Growth,"['back', 'add', 'artist', 'left', 'everybody', 'kind', 'better', 'million', 'assume', 'language', 'company', 'improve', 'national', 'stock', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth']",REAL
F004,Secret Cure Confirmed by Sources,"['pretty', 'rule', 'before', 'animal', 'teach', 'ability', 'somebody', 'represent', 'person', 'fall', 'particularly', 'think', 'commercial', 'pay', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet']",FAKE
F220,Celebrity Scandal Confirmed by Sources,"['common', 'option', 'either', 'specific', 'feel', 'for', 'blue', 'make', 'read', 'car', 'role', 'pm', 'tax', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet']",FAKE
F121,Hoax Confirmed by Sources,"['seek', 'similar', 'open', 'try', 'policy', 'blood', 'wind', 'shoulder', 'eat', 'later', 'anyone', 'issue', 'deal', 'second', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet']",FAKE
F245,Mind Control Confirmed by Sources,"['smile', 'hand', 'purpose', 'even', 'door', 'yard', 'act', 'painting', 'lead', 'book', 'soldier', 'write', 'room', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet']",FAKE
R035,New Report on Climate Change,"['major', 'take', 'stop', 'affect', 'picture', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change']",REAL
R024,New Report on Education,"['information', 'treatment', 'chair', 'successful', 'quite', 'machine', 'member', 'american', 'true', 'ready', 'politics', 'son', 'position', 'leg', 'experts', 'discuss', 'ongoing', 'developments', 'education']",REAL
F079,Miracle Drug Confirmed by Sources,"['say', 'kind', 'season', 'mean', 'executive', 'expert', 'major', 'growth', 'start', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet']",FAKE
R094,New Report on Policy,"['major', 'born', 'data', 'management', 'cause', 'alone', 'industry', 'example', 'type', 'claim', 'kind', 'five', 'late', 'hear', 'require', 'somebody', 'experts', 'discuss', 'ongoing', 'developments', 'policy']",REAL
R040,New Report on Policy,"['feel', 'strategy', 'later', 'sit', 'east', 'experts', 'discuss', 'ongoing', 'developments', 'policy']",REAL
F170,Immortal Jellyfish Confirmed by Sources,"['southern', 'defense', 'hold', 'great', 'chance', 'debate', 'democrat', 'face', 'today', 'artist', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet']",FAKE
F130,Immortal Jellyfish Confirmed by Sources,"['despite', 'official', 'use', 'effect', 'without', 'car', 'theory', 'mind', 'american', 'continue', 'long', 'group', 'nature', 'everyone', 'drive', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet']",FAKE
R085,New Report on Economic Growth,"['avoid', 'notice', 'course', 'whole', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth']",REAL
